FID,ogc_fid,education_sector,entity_type,school_no,school_name,school_type,school_status,_address_line_1,_address_line_2,address_town,address_state,address_postcode,_postal_address_line_1,_postal_address_line_2,postal_town,postal_state,postal_postcode,full_phone_no,lga_id,lga_name,x,y,wkb_geometry
vic_school_locations_2019.99,99,Government,1,767,Hepburn Primary School,Primary,O,156 Main Road,,Hepburn,VIC,3461,156 Main Road,,HEPBURN,VIC,3461,03 5348 2531,291,Hepburn (S),144.1328,-37.3097,MULTIPOINT ((-37.30971525090985 144.1327626))
vic_school_locations_2019.100,100,Government,1,769,Lara Lake Primary School,Primary,O,89 Forest Road South,,Lara Lake,VIC,3212,P O Box 132,,LARA LAKE,VIC,3212,03 5282 1261,275,Greater Geelong (C),144.3956,-38.0304,MULTIPOINT ((-38.03040500091583 144.395642))
vic_school_locations_2019.101,101,Government,1,770,Rosedale Primary School,Primary,O,1-23 Cricket Street,,Rosedale,VIC,3847,P O Box 182,,ROSEDALE,VIC,3847,03 5199 2473,681,Wellington (S),146.7739,-38.1546,MULTIPOINT ((-38.1546017109168 146.7739049))
vic_school_locations_2019.102,102,Government,1,776,Bright P-12 College,Pri/Sec,O,46 Bakers Gully Road,,Bright,VIC,3741,P O Box 30,,BRIGHT,VIC,3741,03 5755 1166,11,Alpine (S),146.9609,-36.7331,MULTIPOINT ((-36.733105000904665 146.960928))
vic_school_locations_2019.103,103,Government,1,795,Rochester Primary School,Primary,O,2 George Street,,Rochester,VIC,3561,P O Box 142,,ROCHESTER,VIC,3561,03 5484 1072,137,Campaspe (S),144.698,-36.3546,MULTIPOINT ((-36.35459709090106 144.6979959))
vic_school_locations_2019.104,104,Government,1,800,Ararat Primary School,Primary,O,70 - 78 Moore Street,,Ararat,VIC,3377,P O Box 225,,ARARAT,VIC,3377,03 5352 1253,26,Ararat (RC),142.9373,-37.2859,MULTIPOINT ((-37.28594200090964 142.937307))
vic_school_locations_2019.105,105,Government,1,814,Jamieson Primary School,Primary,O,1 The Sideling,,Jamieson,VIC,3723,1 The Sideling,,JAMIESON,VIC,3723,03 5777 0535,425,Mansfield (S),146.14,-37.3013,MULTIPOINT ((-37.30126300090978 146.139999))
vic_school_locations_2019.106,106,Government,1,824,Preston South Primary School,Primary,O,56B Hotham Street,,Preston,VIC,3072,P O Box 1527,,PRESTON,VIC,3072,03 9484 1544,189,Darebin (C),145.0074,-37.7479,MULTIPOINT ((-37.74786700091355 145.007447))
vic_school_locations_2019.107,107,Government,1,831,Omeo Primary School,Primary,O,167 Day Avenue,,Omeo,VIC,3898,P O Box 40,,OMEO,VIC,3898,03 5159 1313,211,East Gippsland (S),147.5931,-37.1002,MULTIPOINT ((-37.10021700090801 147.593082))
vic_school_locations_2019.108,108,Government,1,843,Harrietville Primary School,Primary,O,165 Great Alpine Road,,Harrietville,VIC,3741,165 Great Alpine Road,,HARRIETVILLE,VIC,3741,03 5759 2533,11,Alpine (S),147.0649,-36.8877,MULTIPOINT ((-36.88771300090609 147.064936))
vic_school_locations_2019.109,109,Government,1,846,Mordialloc Beach Primary School,Primary,O,58 Barkly Street,,Mordialloc,VIC,3195,58 Barkly Street,,Mordialloc,VIC,3195,03 9580 1468,343,Kingston (C),145.0888,-38.0056,MULTIPOINT ((-38.00558200091564 145.088809))
vic_school_locations_2019.110,110,Government,1,849,Healesville Primary School,Primary,O,2 View Street,,Healesville,VIC,3777,P O Box 222,,HEALESVILLE,VIC,3777,03 5962 4053,745,Yarra Ranges (S),145.516,-37.6571,MULTIPOINT ((-37.6571328709128 145.5160425))
vic_school_locations_2019.111,111,Government,1,854,Lake Bolac College,Pri/Sec,O,90 Montgomery Street,,Lake Bolac,VIC,3351,90 Montgomery Street,,LAKE BOLAC,VIC,3351,03 5350 2302,26,Ararat (RC),142.8379,-37.7202,MULTIPOINT ((-37.72024100091333 142.837903))
vic_school_locations_2019.112,112,Government,1,856,Toongabbie Primary School,Primary,O,Victoria Street,,Toongabbie,VIC,3856,Victoria Street,,TOONGABBIE,VIC,3856,03 5192 4384,381,Latrobe (C),146.6252,-38.057,MULTIPOINT ((-38.05696700091604 146.625183))
vic_school_locations_2019.113,113,Government,1,859,Waubra Primary School,Primary,O,2110 Sunraysia Highway,,Waubra,VIC,3352,2110 Sunraysia Highway,,WAUBRA,VIC,3352,03 5343 5358,599,Pyrenees (S),143.6345,-37.3538,MULTIPOINT ((-37.353836000910235 143.634455))
vic_school_locations_2019.114,114,Government,1,860,Great Western Primary School,Primary,O,Stephenson Street,,Great Western,VIC,3374,Stephenson Street,,GREAT WESTERN,VIC,3374,03 5356 2235,581,Northern Grampians (S),142.8517,-37.1485,MULTIPOINT ((-37.148513000908444 142.85173))
vic_school_locations_2019.115,115,Government,1,861,Maffra Primary School,Primary,O,22-28 Church Street,,Maffra,VIC,3860,P O Box 160,,MAFFRA,VIC,3860,03 5147 1236,681,Wellington (S),146.9768,-37.964,MULTIPOINT ((-37.96400200091531 146.97677))
vic_school_locations_2019.116,116,Government,1,862,Broken Creek Primary School,Primary,O,413 Quinn Road,,Broken Creek,VIC,3673,413 Quinn Road,,Broken Creek,VIC,3673,03 5764 1253,101,Benalla (RC),145.8892,-36.4233,MULTIPOINT ((-36.423279000901715 145.889232))
vic_school_locations_2019.117,117,Government,1,863,Lal Lal Primary School,Primary,O,12 Vaughan Street,,Lal Lal,VIC,3352,12 Vaughan Street,,LAL LAL,VIC,3352,03 5341 7580,515,Moorabool (S),144.0107,-37.6767,MULTIPOINT ((-37.67672400091296 144.010707))
vic_school_locations_2019.118,118,Government,1,864,Cobden Primary School,Primary,O,Silvester Street,,Cobden,VIC,3266,Silvester Street,,COBDEN,VIC,3266,03 5595 1087,183,Corangamite (S),143.0781,-38.3271,MULTIPOINT ((-38.32711900091812 143.07812099999998))
vic_school_locations_2019.119,119,Government,1,866,St Leonards Primary School,Primary,O,1341 Murradoc Road,,St Leonards,VIC,3223,1341 Murradoc Road,,ST LEONARDS,VIC,3223,03 5257 1460,275,Greater Geelong (C),144.7148,-38.1718,MULTIPOINT ((-38.171835000916936 144.714754))
vic_school_locations_2019.120,120,Government,1,876,Lilydale Primary School,Primary,O,63 - 65 Castella Street,,Lilydale,VIC,3140,63 - 65 Castella Street,,Lilydale,VIC,3140,03 9735 1642,745,Yarra Ranges (S),145.3541,-37.7537,MULTIPOINT ((-37.7536735709136 145.3540681))
vic_school_locations_2019.121,121,Government,1,877,Bendigo Primary School,Primary,O,Old Violet Street,,Bendigo,VIC,3550,P O Box 316,,BENDIGO,VIC,3552,03 5443 6411,262,Greater Bendigo (C),144.2652,-36.757,MULTIPOINT ((-36.75701700090488 144.265244))
vic_school_locations_2019.122,122,Government,1,878,Darraweit Guim Primary School,Primary,O,2 Darraweit Valley Road,,Darraweit Guim,VIC,3756,2 Darraweit Valley Road,,DARRAWEIT GUIM,VIC,3756,03 5789 1234,413,Macedon Ranges (S),144.8936,-37.401,MULTIPOINT ((-37.401028100910644 144.8935664))
vic_school_locations_2019.123,123,Government,1,880,Linton Primary School,Primary,O,28 Adair Street,,Linton,VIC,3360,28 Adair Street,,LINTON,VIC,3360,03 5344 7341,249,Golden Plains (S),143.5613,-37.6841,MULTIPOINT ((-37.684068270913016 143.5613088))
vic_school_locations_2019.124,124,Government,1,882,Invermay Primary School,Primary,O,187 Swinglers Road,,Invermay,VIC,3352,187 Swinglers Road,,INVERMAY,VIC,3352,03 5332 6396,57,Ballarat (C),143.8746,-37.5205,MULTIPOINT ((-37.52052700091167 143.874583))
vic_school_locations_2019.125,125,Government,1,887,Mitta Mitta Primary School,Primary,O,27 Giltrap Road,,Mitta Mitta,VIC,3701,27 Giltrap Road,,MITTA MITTA,VIC,3701,02 6072 3570,667,Towong (S),147.3795,-36.5334,MULTIPOINT ((-36.53341400090277 147.379483))
vic_school_locations_2019.126,126,Government,1,888,Camberwell Primary School,Primary,O,290 Camberwell Road,,Camberwell,VIC,3124,290 Camberwell Road,,CAMBERWELL,VIC,3124,03 9882 4663,111,Boroondara (C),145.058,-37.8327,MULTIPOINT ((-37.83268400091424 145.058048))
vic_school_locations_2019.127,127,Government,1,890,Greenvale Primary School,Primary,O,12-24 Bradford Avenue,,Greenvale,VIC,3059,12-24 Bradford Avenue,,GREENVALE,VIC,3059,03 9333 2500,327,Hume (C),144.8862,-37.6398,MULTIPOINT ((-37.63982800091266 144.886181))
vic_school_locations_2019.128,128,Government,1,912,Alexandra Primary School,Primary,O,15 Webster Street,,Alexandra,VIC,3714,P O Box 318,,ALEXANDRA,VIC,3714,03 5772 1006,562,Murrindindi (S),145.7117,-37.1926,MULTIPOINT ((-37.19256800090883 145.711704))
vic_school_locations_2019.129,129,Government,1,919,Rockbank Primary School,Primary,O,97-105 Westcott Parade,,Rockbank,VIC,3335,P O Box 620,,MELTON,VIC,3337,03 9747 1210,465,Melton (C),144.6619,-37.7321,MULTIPOINT ((-37.732147000913415 144.661899))
vic_school_locations_2019.130,130,Government,1,932,Bannockburn P-12 College,Pri/Sec,O,139 Milton Street,,Bannockburn,VIC,3331,139 Milton St,,BANNOCKBURN,VIC,3331,03 5281 1755,249,Golden Plains (S),144.1607,-38.042,MULTIPOINT ((-38.04200400091592 144.160668))
vic_school_locations_2019.131,131,Government,1,945,Doreen Primary School,Primary,O,75 Doctors Gully Road,,Doreen,VIC,3754,75 Doctors Gully Road,,DOREEN,VIC,3754,03 9717 3563,571,Nillumbik (S),145.1455,-37.606,MULTIPOINT ((-37.606010000912384 145.145539))
vic_school_locations_2019.132,132,Government,1,954,Talbot Primary School,Primary,O,2 Rowe Street,,Talbot,VIC,3371,2 Rowe Street,,TALBOT,VIC,3371,03 5463 2373,167,Central Goldfields (S),143.7036,-37.1686,MULTIPOINT ((-37.16865000090861 143.703604))
vic_school_locations_2019.133,133,Government,1,956,Yarra Glen Primary School,Primary,O,35 Symonds Street,,Yarra Glen,VIC,3775,35 Symonds Street,,Yarra Glen,VIC,3775,03 9730 1254,745,Yarra Ranges (S),145.3724,-37.6497,MULTIPOINT ((-37.64970500091274 145.37241299999997))
vic_school_locations_2019.134,134,Government,1,959,Elmhurst Primary School,Primary,O,48 Byerly Street,,Elmhurst,VIC,3469,48 Byerly Street,,ELMHURST,VIC,3469,03 5354 8252,26,Ararat (RC),143.2502,-37.178,MULTIPOINT ((-37.1780150009087 143.250208))
vic_school_locations_2019.135,135,Government,1,981,Kangaroo Flat Primary School,Primary,O,60-80 Olympic Parade,,Kangaroo Flat,VIC,3555,PO BOX 1244,,KANGAROO FLAT,VIC,3555,03 5447 5100,262,Greater Bendigo (C),144.2341,-36.7877,MULTIPOINT ((-36.787683000905176 144.23408599999996))
vic_school_locations_2019.136,136,Government,1,982,Westmeadows Primary School,Primary,O,34-46 Riddell Street,,Westmeadows,VIC,3049,34-46 Riddell Street,,Westmeadows,VIC,3049,03 9309 4350,327,Hume (C),144.8957,-37.6756,MULTIPOINT ((-37.675649000912955 144.895697))
vic_school_locations_2019.137,137,Government,1,1002,Sunbury Primary School,Primary,O,41 The Heights,,Sunbury,VIC,3429,P O Box 212,,SUNBURY,VIC,3429,03 9744 9744,327,Hume (C),144.7281,-37.5977,MULTIPOINT ((-37.59768700091231 144.728144))
vic_school_locations_2019.138,138,Government,1,1003,Diamond Creek Primary School,Primary,O,17 Clyde Street,,Diamond Creek,VIC,3089,17 Clyde Street,,DIAMOND CREEK,VIC,3089,03 9438 1108,571,Nillumbik (S),145.1517,-37.6718,MULTIPOINT ((-37.671849290912924 145.15165389999999))
vic_school_locations_2019.139,139,Government,1,1004,Hesket Primary School,Primary,O,800 Romsey Road,,Hesket,VIC,3442,P O Box 654,,Woodend,VIC,3442,03 5427 0330,413,Macedon Ranges (S),144.6198,-37.3478,MULTIPOINT ((-37.34780909091018 144.6197775))
vic_school_locations_2019.140,140,Government,1,1008,Axedale Primary School,Primary,O,81 High Street,,Axedale,VIC,3551,81 High Street,,AXEDALE,VIC,3551,03 5439 7232,262,Greater Bendigo (C),144.5015,-36.7862,MULTIPOINT ((-36.786228000905155 144.50146))
vic_school_locations_2019.141,141,Government,1,1022,Vermont Primary School,Primary,O,4-10 Nurlendi Road,,Vermont,VIC,3133,PO BOX 53,,VERMONT,VIC,3133,03 9874 2511,698,Whitehorse (C),145.1943,-37.8374,MULTIPOINT ((-37.83735900091428 145.194296))
vic_school_locations_2019.142,142,Government,1,1023,Tarnagulla Primary School,Primary,O,51 Stanley Street,,Tarnagulla,VIC,3551,51 Stanley Street,,TARNAGULLA,VIC,3551,03 5438 7355,394,Loddon (S),143.8284,-36.7713,MULTIPOINT ((-36.771263000905016 143.828403))
vic_school_locations_2019.143,143,Government,1,1026,Balwyn Primary School,Primary,O,86B Balwyn Road,,Balwyn,VIC,3103,86B Balwyn Road,,BALWYN,VIC,3103,03 9836 7121,111,Boroondara (C),145.0814,-37.8139,MULTIPOINT ((-37.81393800091409 145.081378))
vic_school_locations_2019.144,144,Government,1,1028,Scoresby Primary School,Primary,O,11 Ingrid Street,,Scoresby,VIC,3179,11 Ingrid Street,,SCORESBY,VIC,3179,03 9763 7484,367,Knox (C),145.2275,-37.8939,MULTIPOINT ((-37.893950000914735 145.227501))
vic_school_locations_2019.145,145,Government,1,1030,Carisbrook Primary School,Primary,O,2 Camp Street,,Carisbrook,VIC,3464,2 Camp Street,,CARISBROOK,VIC,3464,03 5464 2444,167,Central Goldfields (S),143.8127,-37.0521,MULTIPOINT ((-37.05206100090758 143.812657))
vic_school_locations_2019.146,146,Government,1,1033,Wandin Yallock Primary School,Primary,O,105 Beenak Road,,Wandin North,VIC,3139,105 Beenak Road,,WANDIN NORTH,VIC,3139,03 5964 4276,745,Yarra Ranges (S),145.4359,-37.7903,MULTIPOINT ((-37.7902510009139 145.43595))
vic_school_locations_2019.147,147,Government,1,1034,Yering Primary School,Primary,O,22-24 Melba Highway,,Yering,VIC,3770,P O Box 139,,Coldstream,VIC,3770,03 9739 1451,745,Yarra Ranges (S),145.3822,-37.7053,MULTIPOINT ((-37.70534940091321 145.3822185))
vic_school_locations_2019.148,148,Government,1,1035,Dartmoor Primary School,Primary,O,76 Greenham Street,,Dartmoor,VIC,3304,P O Box 35,,DARTMOOR,VIC,3304,03 5528 1382,241,Glenelg (S),141.2767,-37.923,MULTIPOINT ((-37.923017000914975 141.276732))
vic_school_locations_2019.149,149,Government,1,1051,Mickleham Primary School,Primary,O,1880 Mickleham Road,,Mickleham,VIC,3064,1880 Mickleham Road,,MICKLEHAM,VIC,3064,03 9745 2250,327,Hume (C),144.8765,-37.5635,MULTIPOINT ((-37.56349500091203 144.876546))
vic_school_locations_2019.150,150,Government,1,1052,Inglewood Primary School,Primary,O,77 Sullivan Street,,Inglewood,VIC,3517,77 Sullivan Street,,INGLEWOOD,VIC,3517,03 5438 3303,394,Loddon (S),143.8704,-36.5739,MULTIPOINT ((-36.573945000903166 143.870446))
vic_school_locations_2019.151,151,Government,1,1054,Chewton Primary School,Primary,O,1 Hunter Street,,Chewton,VIC,3451,1 Hunter Street,,CHEWTON,VIC,3451,03 5472 2557,543,Mount Alexander (S),144.2612,-37.0823,MULTIPOINT ((-37.082327000907846 144.261164))
vic_school_locations_2019.152,152,Government,1,1070,Bolinda Primary School,Primary,O,1 Mullalys Road,,Bolinda,VIC,3432,1 Mullalys Road,,BOLINDA,VIC,3432,03 5428 5317,413,Macedon Ranges (S),144.7454,-37.4337,MULTIPOINT ((-37.43373498091091 144.7454039))
vic_school_locations_2019.153,153,Government,1,1072,Napoleons Primary School,Primary,O,4721 Colac-Ballarat Road,,Napoleons,VIC,3352,4721 Colac-Ballarat Road,,NAPOLEONS,VIC,3352,03 5342 0414,249,Golden Plains (S),143.8265,-37.6786,MULTIPOINT ((-37.67862938091298 143.826459))
vic_school_locations_2019.154,154,Government,1,1075,Kew Primary School,Primary,O,Peel Street,,Kew,VIC,3101,Peel Street,,KEW,VIC,3101,03 9853 8325,111,Boroondara (C),145.0334,-37.8036,MULTIPOINT ((-37.80363900091401 145.033386))
vic_school_locations_2019.155,155,Government,1,1076,Haddon Primary School,Primary,O,398 Sago Hill Road,,Haddon,VIC,3351,398 Sago Hill Road,,HADDON,VIC,3351,03 4344 4139,249,Golden Plains (S),143.7217,-37.5886,MULTIPOINT ((-37.58863962091223 143.72171439999997))
vic_school_locations_2019.156,156,Government,1,1079,Panmure Primary School,Primary,O,8759 Princes Highway,,Panmure,VIC,3265,C/o Post Office Panmure,,PANMURE,VIC,3265,03 5567 6264,549,Moyne (S),142.7325,-38.3294,MULTIPOINT ((-38.32935021091813 142.732528))
vic_school_locations_2019.157,157,Government,1,1090,Sorrento Primary School,Primary,O,32 Kerferd Avenue,,Sorrento,VIC,3943,P O Box 121,,SORRENTO,VIC,3943,03 5984 2130,534,Mornington Peninsula (S),144.7407,-38.3415,MULTIPOINT ((-38.34148200091823 144.740685))
vic_school_locations_2019.158,158,Government,1,1091,Alfredton Primary School,Primary,O,89a Cuthberts Road,,Alfredton,VIC,3350,89a Cuthberts Road,,ALFREDTON,VIC,3350,03 5334 1572,57,Ballarat (C),143.8021,-37.5548,MULTIPOINT ((-37.55479700091196 143.802104))
vic_school_locations_2019.159,159,Government,1,1097,Bridgewater Primary School,Primary,O,34 - 44 Eldon Street,,Bridgewater On Loddon,VIC,3516,PO BOX 62,,BRIDGEWATER,VIC,3516,03 5437 3081,394,Loddon (S),143.9459,-36.6031,MULTIPOINT ((-36.603101000903436 143.945917))
vic_school_locations_2019.160,160,Government,1,1098,Hastings Primary School,Primary,O,10 - 20 Hodgins Road,,Hastings,VIC,3915,10 - 20 Hodgins Road,,HASTINGS,VIC,3915,03 5979 1517,534,Mornington Peninsula (S),145.1895,-38.2997,MULTIPOINT ((-38.299696000917905 145.189474))
vic_school_locations_2019.161,161,Government,1,1103,Yackandandah Primary School,Primary,O,39 High Street,,Yackandandah,VIC,3749,39 High Street,,YACKANDANDAH,VIC,3749,02 6027 1431,335,Indigo (S),146.8365,-36.3121,MULTIPOINT ((-36.312095000900634 146.836458))
vic_school_locations_2019.162,162,Government,1,1104,Nagambie Primary School,Primary,O,31 Goulburn Street,,Nagambie,VIC,3608,31 Goulburn Street,,NAGAMBIE,VIC,3608,03 5794 2273,643,Strathbogie (S),145.1572,-36.7876,MULTIPOINT ((-36.787589000905164 145.157226))
vic_school_locations_2019.163,163,Government,1,1108,Heyfield Primary School,Primary,O,22 Temple Street,,Heyfield,VIC,3858,P O Box 172,,HEYFIELD,VIC,3858,03 5148 2666,681,Wellington (S),146.7849,-37.9821,MULTIPOINT ((-37.98211400091545 146.784936))
vic_school_locations_2019.164,164,Government,1,1111,Moorabbin Primary School,Primary,O,61 Worthing Road,,Moorabbin,VIC,3189,61 Worthing Road,,MOORABBIN,VIC,3189,03 9555 1101,343,Kingston (C),145.0396,-37.942,MULTIPOINT ((-37.942020000915136 145.03958699999998))
vic_school_locations_2019.165,165,Government,1,1112,Mansfield Primary School,Primary,O,4 Apollo Street,,Mansfield,VIC,3722,P O Box 401,,MANSFIELD,VIC,3724,03 5775 2325,425,Mansfield (S),146.0848,-37.0556,MULTIPOINT ((-37.05559100090762 146.084825))
vic_school_locations_2019.166,166,Government,1,1115,Middle Indigo Primary School,Primary,O,710 Indigo Creek Road,,Indigo Valley,VIC,3688,710 Indigo Creek Rd,,Indigo Valley,VIC,3688,02 6026 9235,335,Indigo (S),146.7248,-36.156,MULTIPOINT ((-36.156013000899094 146.72484))
vic_school_locations_2019.167,167,Government,1,1117,Briagolong Primary School,Primary,O,2 Church Street,,Briagolong,VIC,3860,2 Church Street,,BRIAGOLONG,VIC,3860,03 5145 5260,681,Wellington (S),147.0678,-37.8428,MULTIPOINT ((-37.84280100091433 147.06784299999998))
vic_school_locations_2019.168,168,Government,1,1120,Lindenow Primary School,Primary,O,140 Henry Street,,Lindenow,VIC,3865,140 HENRY STREET,,LINDENOW,VIC,3865,03 5157 1340,211,East Gippsland (S),147.4533,-37.8009,MULTIPOINT ((-37.800879000913994 147.453266))
vic_school_locations_2019.169,169,Government,1,1125,Broadford Primary School,Primary,O,17-23 Powlett Street,,Broadford,VIC,3658,P O Box 109,,BROADFORD,VIC,3658,03 5784 1221,485,Mitchell (S),145.0463,-37.2026,MULTIPOINT ((-37.20257000090892 145.046301))
vic_school_locations_2019.170,170,Government,1,1126,Murchison Primary School,Primary,O,8-10 Impey Street,,Murchison,VIC,3610,P O Box 85,,MURCHISON,VIC,3610,03 5826 2391,283,Greater Shepparton (C),145.2143,-36.6172,MULTIPOINT ((-36.61718000090357 145.214287))
vic_school_locations_2019.171,171,Government,1,1134,Panton Hill Primary School,Primary,O,585 Kangaroo Grd-St Andrews Rd,,Panton Hill,VIC,3759,585 Kangaroo Grd-St Andrews Rd,,PANTON HILL,VIC,3759,03 9719 7202,571,Nillumbik (S),145.2396,-37.6416,MULTIPOINT ((-37.64160566091268 145.2395564))
vic_school_locations_2019.172,172,Government,1,1135,Glen Park Primary School,Primary,O,265 Ralstons Road,,Glen Park,VIC,3352,265 Ralstons Road,,GLEN PARK,VIC,3352,03 5334 5360,515,Moorabool (S),143.9348,-37.5248,MULTIPOINT ((-37.52477900091171 143.934795))
vic_school_locations_2019.173,173,Government,1,1136,Concongella Primary School,Primary,O,61 Concongella School Road,,CONCONGELLA,VIC,3384,61 Concongella School Road,,CONCONGELLA,VIC,3384,03 5358 1811,581,Northern Grampians (S),142.8223,-37.0496,MULTIPOINT ((-37.04955800090755 142.82231599999997))
vic_school_locations_2019.174,174,Government,1,1141,Bruthen Primary School,Primary,O,31 Great Alpine Road,,Bruthen,VIC,3885,PO Box 101,,BRUTHEN,VIC,3885,03 5157 5445,211,East Gippsland (S),147.8335,-37.7042,MULTIPOINT ((-37.70421400091321 147.833492))
vic_school_locations_2019.175,175,Government,1,1142,Swan Hill Primary School,Primary,O,123 Gray Street,,Swan Hill,VIC,3585,P O Box 798,,SWAN HILL,VIC,3585,03 5032 1336,661,Swan Hill (RC),143.5433,-35.3469,MULTIPOINT ((-35.346911000890685 143.54325))
