FID,ogc_fid,education_sector,entity_type,school_no,school_name,school_type,school_status,_address_line_1,_address_line_2,address_town,address_state,address_postcode,_postal_address_line_1,_postal_address_line_2,postal_town,postal_state,postal_postcode,full_phone_no,lga_id,lga_name,x,y,wkb_geometry
vic_school_locations_2019.1199,1199,Government,1,5557,Arnolds Creek Primary School,Primary,O,59 Claret Ash Boulevard,,Melton West,VIC,3337,PO Box 1671,,Melton West,VIC,3337,03 9732 8300,465,Melton (C),144.5429,-37.6664,MULTIPOINT ((-37.66635800091288 144.542859))
vic_school_locations_2019.1200,1200,Government,1,5558,Wilandra Rise Primary School,Primary,O,25 Aayana Street,,Clyde North,VIC,3978,25 Aayana Street,,Clyde North,VIC,3978,03 5924 2500,161,Casey (C),145.3198,-38.1089,MULTIPOINT ((-38.108927000916445 145.319813))
vic_school_locations_2019.1201,1201,Government,1,5559,South Melbourne Primary School,Primary,O,129-161 Ferrars Street,,Southbank,VIC,3006,129-161 Ferrars Street,,Southbank,VIC,3006,03 9935 9399,590,Port Phillip (C),144.9535,-37.8293,MULTIPOINT ((-37.82934700091422 144.9535))
vic_school_locations_2019.1202,1202,Government,1,5560,Barton Primary School,Primary,O,90 Everlasting Boulevard,,Cranbourne West,VIC,3977,90 Everlasting Boulevard,,Cranbourne West,VIC,3977,03 8766 4000,161,Casey (C),145.239,-38.115,MULTIPOINT ((-38.11497500091649 145.239024))
vic_school_locations_2019.1203,1203,Government,1,5561,John Henry Primary School,Primary,O,141 Henry Road,,Pakenham,VIC,3810,P O Box 386,,Officer,VIC,3809,03 5908 9500,145,Cardinia (S),145.4423,-38.077,MULTIPOINT ((-38.076966000916194 145.442257))
vic_school_locations_2019.1204,1204,Government,1,5562,South Melbourne Park Primary School,Primary,O,29 Albert Drive Road South,,Albert Park,VIC,3206,29 Albert Park Drive South,,Albert Park,VIC,3206,03 9498 3396,590,Port Phillip (C),144.9627,-37.8405,MULTIPOINT ((-37.84053800091431 144.96269599999997))
vic_school_locations_2019.1205,1205,Government,1,5563,Bridgewood Primary School,Primary,O,115 Bridge Road,,Officer,VIC,3809,115 Bridge Road,,Officer,VIC,3809,03 8766 9400,145,Cardinia (S),145.4197,-38.0719,MULTIPOINT ((-38.07194600091614 145.419662))
vic_school_locations_2019.1206,1206,Government,1,5564,Armstrong Creek School,Primary,O,100 Central Boulevard,,Armstrong Creek,VIC,3217,100 Central Boulevard,,Armstrong Creek,VIC,3217,03 5218 5100,275,Greater Geelong (C),144.3673,-38.2326,MULTIPOINT ((-38.23261400091739 144.367311))
vic_school_locations_2019.1207,1207,Government,1,5565,Hamlyn Views School,Special,O,45 Calvert St,,Hamlyn Heights,VIC,3215,P O Box 6042,,Geelong West,VIC,3218,03 5215 5700,275,Greater Geelong (C),144.3324,-38.1253,MULTIPOINT ((-38.12527500091657 144.332374))
vic_school_locations_2019.1208,1208,Government,1,5566,Aireys Inlet Primary School,Primary,O,Anderson Street,,Aireys Inlet,VIC,3231,Anderson Street,,Aireys Inlet,VIC,3231,03 5289 7144,649,Surf Coast (S),144.11,-38.4574,MULTIPOINT ((-38.457374330919095 144.109969))
vic_school_locations_2019.1209,1209,Government,1,5567,Aitken Hill Primary School,Primary,O,2 Rhyolite Drive,,Craigieburn,VIC,3064,2 Rhyolite Drive,,Craigieburn,VIC,3064,03 8377 1000,327,Hume (C),144.9056,-37.6017,MULTIPOINT ((-37.601714000912345 144.905558))
vic_school_locations_2019.1210,1210,Government,1,5568,Morwell Central Primary School,Primary,O,47 - 87 McDonald Street,,Morwell,VIC,3840,47-87 McDonald Street,,Morwell,VIC,3840,03 5136 5568,381,Latrobe (C),146.4076,-38.2317,MULTIPOINT ((-38.231672000917385 146.40764))
vic_school_locations_2019.1211,1211,Government,1,5569,Ashley Park Primary School,Primary,O,105 Orchard Road,,Doreen,VIC,3754,105 Orchard Road,,Doreen,VIC,3754,03 8776 0200,707,Whittlesea (C),145.1273,-37.6156,MULTIPOINT ((-37.61563900091246 145.127284))
vic_school_locations_2019.1212,1212,Government,1,6201,Alvie Consolidated School,Primary,O,40 Wool Wool Rd,,Alvie,VIC,3249,Private Bag 2,,COLAC,VIC,3249,03 5234 8256,175,Colac-Otway (S),143.5033,-38.2419,MULTIPOINT ((-38.241899000917456 143.50332))
vic_school_locations_2019.1213,1213,Government,1,6203,Apollo Bay P-12 College,Pri/Sec,O,Pengilley Avenue,,Apollo Bay,VIC,3233,Pengilley Avenue,,APOLLO BAY,VIC,3233,03 5237 6483,175,Colac-Otway (S),143.6605,-38.7535,MULTIPOINT ((-38.75352400092124 143.66050699999997))
vic_school_locations_2019.1214,1214,Government,1,6207,Boisdale Consolidated School,Primary,O,69 Newry Road,,Boisdale,VIC,3860,69 Newry Road,,BOISDALE,VIC,3860,03 5145 4391,681,Wellington (S),146.9795,-37.8796,MULTIPOINT ((-37.87959000091462 146.979469))
vic_school_locations_2019.1215,1215,Government,1,6209,Cobram Primary School,Primary,O,90-100 WILLIAM STREET,,Cobram,VIC,3644,P O Box 261,,COBRAM,VIC,3644,03 5872 1374,490,Moira (S),145.6511,-35.9251,MULTIPOINT ((-35.92510800089676 145.651099))
vic_school_locations_2019.1216,1216,Government,1,6211,Cohuna Consolidated School,Primary,O,Mead St,,Cohuna,VIC,3568,PO BOX 304,,COHUNA,VIC,3568,03 5456 2361,225,Gannawarra (S),144.2134,-35.8063,MULTIPOINT ((-35.80631700089555 144.213425))
vic_school_locations_2019.1217,1217,Government,1,6212,Collingwood College,Pri/Sec,O,Cnr Cromwell St/McCutcheon Way,,Collingwood,VIC,3066,Private Bag 63,,ABBOTSFORD,VIC,3067,03 9417 6681,735,Yarra (C),144.9905,-37.803,MULTIPOINT ((-37.802985000914 144.990497))
vic_school_locations_2019.1218,1218,Government,1,6215,Dunkeld Consolidated School,Primary,O,93 Victoria Valley Road,,Dunkeld,VIC,3294,93 Victoria Valley Road,,DUNKELD,VIC,3294,03 5577 2384,626,Southern Grampians (S),142.3404,-37.639,MULTIPOINT ((-37.63898400091265 142.340366))
vic_school_locations_2019.1219,1219,Government,1,6217,East Loddon P-12 College,Pri/Sec,O,Dingee Road,,Dingee,VIC,3571,Dingee Road,,DINGEE,VIC,3571,03 5436 8300,394,Loddon (S),144.1414,-36.3722,MULTIPOINT ((-36.37222200090123 144.141446))
vic_school_locations_2019.1220,1220,Government,1,6221,Foster Primary School,Primary,O,75 Pioneer Street,,Foster,VIC,3960,75 Pioneer Street,,FOSTER,VIC,3960,03 5682 2370,617,South Gippsland (S),146.202,-38.6573,MULTIPOINT ((-38.65734100092055 146.201995))
vic_school_locations_2019.1221,1221,Government,1,6223,Goroke P-12 College,Pri/Sec,O,55 Natimuk-Frances Road,,Goroke,VIC,3412,Box 132,,GOROKE,VIC,3412,03 5386 1024,689,West Wimmera (S),141.4835,-36.7158,MULTIPOINT ((-36.7157860009045 141.48354))
vic_school_locations_2019.1222,1222,Government,1,6225,Heywood Consolidated School,Primary,O,51 Kentbruck Road,,Heywood,VIC,3304,P O Box 21,,HEYWOOD,VIC,3304,03 5527 1200,241,Glenelg (S),141.6129,-38.1275,MULTIPOINT ((-38.127523000916575 141.61292499999996))
vic_school_locations_2019.1223,1223,Government,1,6229,Kiewa Valley Primary School,Primary,O,81 Kiewa East Road,,Tangambalanga,VIC,3691,81 Kiewa East Road,,TANGAMBALANGA,VIC,3691,02 6027 3275,335,Indigo (S),147.0388,-36.2511,MULTIPOINT ((-36.251053000900036 147.038773))
vic_school_locations_2019.1224,1224,Government,1,6231,Lavers Hill K-12 College,Pri/Sec,O,Great Ocean Road,,Lavers Hill,VIC,3238,Great Ocean Road,,LAVERS HILL,VIC,3238,03 5237 3213,175,Colac-Otway (S),143.3831,-38.6818,MULTIPOINT ((-38.68184400092072 143.38305099999997))
vic_school_locations_2019.1225,1225,Government,1,6233,Lockington Consolidated School,Primary,O,20 Burns Street,,Lockington,VIC,3563,20 Burns Street,,LOCKINGTON,VIC,3563,03 5486 2474,137,Campaspe (S),144.5366,-36.2658,MULTIPOINT ((-36.26576900090019 144.53663799999998))
vic_school_locations_2019.1226,1226,Government,1,6235,Manangatang P-12 College,Pri/Sec,O,4105 Mallee Highway,,Manangatang,VIC,3546,4105 Mallee Highway,,MANANGATANG,VIC,3546,03 5035 1270,661,Swan Hill (RC),142.8849,-35.0562,MULTIPOINT ((-35.056234000887486 142.884879))
vic_school_locations_2019.1227,1227,Government,1,6236,Terang College,Pri/Sec,O,45 Strong Street,,Terang,VIC,3264,PO Box 124,,TERANG,VIC,3264,03 5592 1349,183,Corangamite (S),142.9214,-38.2463,MULTIPOINT ((-38.2462820009175 142.92139499999996))
vic_school_locations_2019.1228,1228,Government,1,6237,Merino Consolidated School,Primary,O,49 Paschendale Road,,Merino,VIC,3310,P O Box 55,,MERINO,VIC,3310,03 5579 1305,241,Glenelg (S),141.5483,-37.7064,MULTIPOINT ((-37.706366250913206 141.5483064))
vic_school_locations_2019.1229,1229,Government,1,6238,Rushworth P-12 College,Pri/Sec,O,45 Heily Street,,Rushworth,VIC,3612,P O Box 20,,RUSHWORTH,VIC,3612,03 5856 1230,137,Campaspe (S),145.0144,-36.5833,MULTIPOINT ((-36.58331700090325 145.014399))
vic_school_locations_2019.1230,1230,Government,1,6242,Macleod College,Pri/Sec,O,Carwarp Street,,Macleod,VIC,3085,P O Box 805,,MACLEOD,VIC,3085,03 9459 0222,66,Banyule (C),145.0722,-37.7247,MULTIPOINT ((-37.72474600091336 145.072218))
vic_school_locations_2019.1231,1231,Government,1,6243,Pakenham Consolidated School,Primary,O,2 Rundell Way,,Pakenham,VIC,3810,P O Box 120,,PAKENHAM,VIC,3810,03 5941 1511,145,Cardinia (S),145.4647,-38.0654,MULTIPOINT ((-38.06537100091611 145.464663))
vic_school_locations_2019.1232,1232,Government,1,6245,Poowong Consolidated School,Primary,O,5 Gardner Lane,,Poowong,VIC,3988,5 Gardner Lane,,POOWONG,VIC,3988,03 5659 2356,617,South Gippsland (S),145.7697,-38.3425,MULTIPOINT ((-38.342481000918234 145.76970299999996))
vic_school_locations_2019.1233,1233,Government,1,6247,Port Fairy Consolidated School,Primary,O,Albert Street,,Port Fairy,VIC,3284,P.O.Box 190,,PORT FAIRY,VIC,3284,03 5568 1051,549,Moyne (S),142.2282,-38.3866,MULTIPOINT ((-38.38661600091856 142.228225))
vic_school_locations_2019.1234,1234,Government,1,6249,Red Hill Consolidated School,Primary,O,341 Arthurs Seat Road,,Red Hill,VIC,3937,341 Arthurs Seat Road,,RED HILL,VIC,3937,03 5989 2321,534,Mornington Peninsula (S),144.9953,-38.3667,MULTIPOINT ((-38.36668100091841 144.995269))
vic_school_locations_2019.1235,1235,Government,1,6252,Sherbrooke Community School,Pri/Sec,O,311 Mt Dandenong Tourist Road,,Sassafras,VIC,3787,311 Mt Dandenong Tourist Road,,SASSAFRAS,VIC,3787,03 9755 2007,745,Yarra Ranges (S),145.3494,-37.8682,MULTIPOINT ((-37.86824400091453 145.349444))
vic_school_locations_2019.1236,1236,Government,1,6255,Tongala Primary School,Primary,O,28 Miller Street,,Tongala,VIC,3621,28 Miller Street,,TONGALA,VIC,3621,03 5859 0551,137,Campaspe (S),144.9565,-36.2521,MULTIPOINT ((-36.252149000900054 144.95651699999996))
vic_school_locations_2019.1237,1237,Government,1,6257,Werrimull P-12 School,Pri/Sec,O,5 McDonald Street,,Werrimull,VIC,3496,Post Office,,WERRIMULL,VIC,3496,03 5028 1251,478,Mildura (RC),141.5938,-34.3904,MULTIPOINT ((-34.39041100087982 141.593839))
vic_school_locations_2019.1238,1238,Government,1,6259,Camperdown College,Pri/Sec,O,1 Wilson Street,,Camperdown,VIC,3260,P O Box 83,,CAMPERDOWN,VIC,3260,03 5593 1617,183,Corangamite (S),143.1454,-38.2397,MULTIPOINT ((-38.23973100091745 143.145435))
vic_school_locations_2019.1239,1239,Government,1,6260,Timboon P-12 School,Pri/Sec,O,Bailey Street,,Timboon,VIC,3268,P O Box 82,,TIMBOON,VIC,3268,03 5598 3381,183,Corangamite (S),142.9759,-38.4841,MULTIPOINT ((-38.48405600091928 142.97588899999997))
vic_school_locations_2019.1240,1240,Government,1,6261,Virtual School Victoria,Pri/Sec,O,315 Clarendon Street,,Thornbury,VIC,3071,315 Clarendon Street,,THORNBURY,VIC,3071,03 8480 0000,189,Darebin (C),145.0257,-37.762,MULTIPOINT ((-37.762040000913665 145.025701))
vic_school_locations_2019.1241,1241,Government,1,6262,Wedderburn College,Pri/Sec,O,15-29 Hospital Street,,Wedderburn,VIC,3518,P O Box 20,,WEDDERBURN,VIC,3518,03 5494 3011,394,Loddon (S),143.6188,-36.417,MULTIPOINT ((-36.41702200090167 143.61877))
vic_school_locations_2019.1242,1242,Government,1,7028,Mount Erin Secondary College,Secondary,O,Robinsons Road,,Frankston South,VIC,3199,Robinsons Road,,FRANKSTON SOUTH,VIC,3199,03 5971 6000,217,Frankston (C),145.1466,-38.1741,MULTIPOINT ((-38.17411800091695 145.14663))
vic_school_locations_2019.1243,1243,Government,1,7050,Box Hill Senior Secondary College,Pri/Sec,O,Dunloe Avenue,,Mont Albert North,VIC,3129,DUNLOE AVENUE,,MONT ALBERT NORTH,VIC,3129,03 9890 0571,698,Whitehorse (C),145.1119,-37.8092,MULTIPOINT ((-37.80924300091405 145.111907))
vic_school_locations_2019.1244,1244,Government,1,7081,Edgars Creek Secondary College,Secondary,O,2 Steen Avenue,,Wollert,VIC,3750,Macedon Pde and Edgars Rd,,Wollert,VIC,3750,03 9134 8200,707,Whittlesea (C),145.0051,-37.6095,MULTIPOINT ((-37.609492000912404 145.005071))
vic_school_locations_2019.1245,1245,Government,1,7088,Cobden Technical School,Secondary,O,Mckenzie Street,,Cobden,VIC,3266,P O Box 106,,COBDEN,VIC,3266,03 5595 1202,183,Corangamite (S),143.0636,-38.324,MULTIPOINT ((-38.32403633091809 143.06360589999997))
vic_school_locations_2019.1246,1246,Government,1,7108,Lyndhurst Secondary College,Secondary,O,950 South Gippsland Highway,,Cranbourne,VIC,3977,P O Box 711,,CRANBOURNE,VIC,3977,03 5996 0144,161,Casey (C),145.271,-38.0754,MULTIPOINT ((-38.075386000916176 145.271028))
vic_school_locations_2019.1247,1247,Government,1,7115,Daylesford Secondary College,Secondary,O,39 Smith Street,,Daylesford,VIC,3460,P O Box 349,,DAYLESFORD,VIC,3460,03 5348 2367,291,Hepburn (S),144.1519,-37.3347,MULTIPOINT ((-37.33466597091008 144.151851))
vic_school_locations_2019.1248,1248,Government,1,7122,Dromana Secondary College,Secondary,O,110 Harrisons Road,,Dromana,VIC,3936,110 Harrisons Road,,DROMANA,VIC,3936,03 5987 2805,534,Mornington Peninsula (S),145.0136,-38.3426,MULTIPOINT ((-38.34263600091823 145.013582))
vic_school_locations_2019.1249,1249,Government,1,7183,Grovedale College,Secondary,O,19 Wingarra Drive,,Grovedale,VIC,3216,19 Wingarra Drive,,GROVEDALE,VIC,3216,03 5245 4545,275,Greater Geelong (C),144.3274,-38.2104,MULTIPOINT ((-38.21039900091723 144.32744099999996))
vic_school_locations_2019.1250,1250,Government,1,7198,Irymple Secondary College,Secondary,O,975 - 1011 Karadoc Ave,,Irymple,VIC,3498,975 - 1011 Karadoc Ave,,IRYMPLE,VIC,3498,03 5024 5407,478,Mildura (RC),142.1647,-34.2323,MULTIPOINT ((-34.23232674087792 142.1647031))
vic_school_locations_2019.1251,1251,Government,1,7205,Crusoe 7-10 Secondary College,Secondary,O,57 - 75 Olympic Parade,,Kangaroo Flat,VIC,3555,"P O Box 1167,",,KANGAROO FLAT,VIC,3555,03 5447 7722,262,Greater Bendigo (C),144.2337,-36.7886,MULTIPOINT ((-36.78864700090518 144.23367))
vic_school_locations_2019.1252,1252,Government,1,7217,Peter Lalor Secondary College,Secondary,O,35 Duncan Road,,Lalor,VIC,3075,P O Box 1250,,EPPING,VIC,3076,03 9464 0122,707,Whittlesea (C),145.0132,-37.6669,MULTIPOINT ((-37.666905840912875 145.0131559))
vic_school_locations_2019.1253,1253,Government,1,7219,Lilydale Heights College,Secondary,O,17-19 Nelson Road,,Lilydale,VIC,3140,P O Box 160,,Lilydale,VIC,3140,03 9735 1133,745,Yarra Ranges (S),145.3414,-37.7458,MULTIPOINT ((-37.74582210091353 145.3414068))
vic_school_locations_2019.1254,1254,Government,1,7247,Staughton College,Secondary,O,Wilson Road,,Melton South,VIC,3338,P O Box 2344,,MELTON SOUTH,VIC,3338,03 9743 4622,465,Melton (C),144.5687,-37.7084,MULTIPOINT ((-37.708365000913226 144.568689))
vic_school_locations_2019.1255,1255,Government,1,7250,Chaffey Secondary College,Secondary,O,261-289 Deakin Avenue,,Mildura,VIC,3500,P O Box 1610,,MILDURA,VIC,3502,03 5023 0538,478,Mildura (RC),142.148,-34.1957,MULTIPOINT ((-34.195730000877475 142.147985))
vic_school_locations_2019.1256,1256,Government,1,7255,Bentleigh Secondary College,Secondary,O,Vivien St,,Bentleigh East,VIC,3165,P O Box 186,,BENTLEIGH EAST,VIC,3165,03 9579 1044,231,Glen Eira (C),145.0598,-37.9274,MULTIPOINT ((-37.92735700091501 145.059798))
vic_school_locations_2019.1257,1257,Government,1,7267,Mount Clear College,Secondary,O,59 Olympic Avenue,,Mount Clear,VIC,3353,59 Olympic Avenue,,BALLARAT,VIC,3350,03 5330 1500,57,Ballarat (C),143.8767,-37.608,MULTIPOINT ((-37.6079650009124 143.87667299999998))
vic_school_locations_2019.1258,1258,Government,1,7275,Rosehill Secondary College,Secondary,O,Sapphire Street,,Niddrie,VIC,3042,Sapphire Street,,NIDDRIE,VIC,3042,03 9337 2488,506,Moonee Valley (C),144.8862,-37.7467,MULTIPOINT ((-37.74667900091355 144.886183))
vic_school_locations_2019.1259,1259,Government,1,7300,Northern College of the Arts and Technology,Secondary,O,62 Murray Road,,Preston,VIC,3072,P O Box 8041,,NORTHLAND,VIC,3072,03 9478 1333,189,Darebin (C),145.0254,-37.7401,MULTIPOINT ((-37.740069000913486 145.025372))
vic_school_locations_2019.1260,1260,Government,1,7331,McGuire College,Secondary,O,92-100 Wilmot Road,,Shepparton,VIC,3630,P O Box 6605,,SHEPPARTON,VIC,3632,03 5858 9800,283,Greater Shepparton (C),145.4081,-36.3989,MULTIPOINT ((-36.39895000090149 145.408146))
vic_school_locations_2019.1261,1261,Government,1,7366,Swinburne Senior Secondary College,Secondary,O,505 Burwood Road,,Hawthorn,VIC,3122,505 Burwood Rd,,HAWTHORN,VIC,3122,03 8862 4400,111,Boroondara (C),145.0408,-37.8231,MULTIPOINT ((-37.82313500091417 145.040821))
vic_school_locations_2019.1262,1262,Government,1,7384,Victorian College Of The Arts Secondary School,Secondary,O,57 Miles Street,,Southbank,VIC,3006,57 Miles Street,,SOUTHBANK,VIC,3006,03 8644 8644,460,Melbourne (C),144.9648,-37.8282,MULTIPOINT ((-37.82822900091421 144.964767))
vic_school_locations_2019.1263,1263,Government,1,7395,Brauer Secondary College,Secondary,O,Caramut Road,,Warrnambool,VIC,3280,P O Box 676,,Warrnambool,VIC,3280,03 5560 3888,673,Warrnambool (C),142.4589,-38.3587,MULTIPOINT ((-38.35871400091835 142.458924))
vic_school_locations_2019.1264,1264,Government,1,7402,Wyndham Central Secondary College,Secondary,O,101 Shaws Road,,Werribee,VIC,3030,P O Box 304,,WERRIBEE,VIC,3030,03 9741 4911,726,Wyndham (C),144.6539,-37.8889,MULTIPOINT ((-37.88893200091469 144.65385))
vic_school_locations_2019.1265,1265,Government,1,7405,Weeroona College Bendigo,Secondary,O,383 Napier Street,,Bendigo,VIC,3550,P O Box 566,,BENDIGO,VIC,3552,03 5443 2133,262,Greater Bendigo (C),144.298,-36.7389,MULTIPOINT ((-36.738930000904716 144.29798))
vic_school_locations_2019.1266,1266,Government,1,7408,Whittlesea Secondary College,Secondary,O,55 Laurel Street,,Whittlesea,VIC,3757,PO Box 54,,WHITTLESEA,VIC,3757,03 9719 1200,707,Whittlesea (C),145.1202,-37.515,MULTIPOINT ((-37.51504630091162 145.1201751))
vic_school_locations_2019.1267,1267,Government,1,7505,Alexandra Secondary College,Secondary,O,Downey Street,,Alexandra,VIC,3714,Private Bag 1,,ALEXANDRA,VIC,3714,03 5770 2000,562,Murrindindi (S),145.7015,-37.1945,MULTIPOINT ((-37.19449000090885 145.701477))
vic_school_locations_2019.1268,1268,Government,1,7526,Auburn High School,Secondary,O,26 Burgess Street,,Hawthorn East,VIC,3123,26 Burgess Street,,Hawthorn East,VIC,3123,03 9822 3247,111,Boroondara (C),145.0451,-37.8399,MULTIPOINT ((-37.839880000914306 145.045067))
vic_school_locations_2019.1269,1269,Government,1,7540,Ballarat High School,Secondary,O,Sturt Street West,,Ballarat,VIC,3350,Sturt Street West,,BALLARAT,VIC,3350,03 5338 9000,57,Ballarat (C),143.8182,-37.5545,MULTIPOINT ((-37.554522000911945 143.818213))
vic_school_locations_2019.1270,1270,Government,1,7550,Balwyn High School,Secondary,O,Buchanan Avenue,,Balwyn North,VIC,3104,Buchanan Avenue,,BALWYN NORTH,VIC,3104,03 9819 7911,111,Boroondara (C),145.0768,-37.7979,MULTIPOINT ((-37.79785922091396 145.0767724))
vic_school_locations_2019.1271,1271,Government,1,7560,Bayswater Secondary College,Secondary,O,14 Orchard Road,,Bayswater,VIC,3153,P O Box 535,,BAYSWATER,VIC,3153,03 8720 7555,367,Knox (C),145.262,-37.839,MULTIPOINT ((-37.839030000914285 145.261998))
vic_school_locations_2019.1272,1272,Government,1,7565,Beaufort Secondary College,Secondary,O,1/37 Park Road,,Beaufort,VIC,3373,P O Box 38,,Beaufort,VIC,3373,03 5349 2305,599,Pyrenees (S),143.3825,-37.4388,MULTIPOINT ((-37.43884400091096 143.38248599999997))
vic_school_locations_2019.1273,1273,Government,1,7566,Beaumaris Secondary College,Secondary,O,117 - 136 Reserve Road,,Beaumaris,VIC,3193,P O BOX 7079,,Beaumaris,VIC,3193,03 8569 9200,91,Bayside (C),145.0341,-37.9784,MULTIPOINT ((-37.97839600091541 145.034078))
vic_school_locations_2019.1274,1274,Government,1,7575,Beechworth Secondary College,Secondary,O,85 Balaclava Road,,Beechworth,VIC,3747,P O Box 21,,Beechworth,VIC,3747,03 5728 1264,335,Indigo (S),146.6908,-36.3472,MULTIPOINT ((-36.34722000090099 146.690764))
vic_school_locations_2019.1275,1275,Government,1,7585,Belmont High School,Secondary,O,Rotherham Street,,Belmont,VIC,3216,Rotherham Street,,BELMONT,VIC,3216,03 5243 5355,275,Greater Geelong (C),144.3306,-38.1757,MULTIPOINT ((-38.17565400091695 144.330562))
vic_school_locations_2019.1276,1276,Government,1,7595,Bendigo Senior Secondary College,Secondary,O,40 Gaol Road,,Bendigo,VIC,3550,P O Box 545,,BENDIGO,VIC,3552,03 5443 1222,262,Greater Bendigo (C),144.2793,-36.7553,MULTIPOINT ((-36.75530100090487 144.279278))
vic_school_locations_2019.1277,1277,Government,1,7603,Berwick Secondary College,Secondary,O,Manuka Road,,Berwick,VIC,3806,MANUKA ROAD,,BERWICK,VIC,3806,03 8768 1000,161,Casey (C),145.3654,-38.0314,MULTIPOINT ((-38.031398000915836 145.365438))
vic_school_locations_2019.1278,1278,Government,1,7610,Blackburn High School,Secondary,O,60 Springfield Road,,Blackburn,VIC,3130,P O Box 114,,BLACKBURN,VIC,3130,03 8804 6464,698,Whitehorse (C),145.1499,-37.8104,MULTIPOINT ((-37.810370000914055 145.149893))
vic_school_locations_2019.1279,1279,Government,1,7635,Box Hill High School,Secondary,O,1180 Whitehorse Road,,Box Hill,VIC,3128,1180 Whitehorse Road,,BOX HILL,VIC,3128,03 9877 1177,698,Whitehorse (C),145.1372,-37.82,MULTIPOINT ((-37.82000300091415 145.13720799999996))
vic_school_locations_2019.1280,1280,Government,1,7645,Braybrook College,Secondary,O,352 Ballarat Road,,Braybrook,VIC,3019,352 Ballarat Road,,BRAYBROOK,VIC,3019,03 9312 2900,433,Maribyrnong (C),144.8475,-37.7783,MULTIPOINT ((-37.778257000913804 144.847537))
vic_school_locations_2019.1281,1281,Government,1,7647,Brentwood Secondary College,Secondary,O,65-71 Watsons Road,,Glen Waverley,VIC,3150,65-71 Watsons Road,,GLEN WAVERLEY,VIC,3150,03 8545 0300,497,Monash (C),145.1663,-37.8995,MULTIPOINT ((-37.899508420914785 145.1663432))
vic_school_locations_2019.1282,1282,Government,1,7650,Brighton Secondary College,Secondary,O,120 Marriage Road,,Brighton East,VIC,3187,120 Marriage Road,,BRIGHTON EAST,VIC,3187,03 9592 7488,91,Bayside (C),145.0191,-37.9202,MULTIPOINT ((-37.92015600091496 145.019119))
vic_school_locations_2019.1283,1283,Government,1,7655,Broadford Secondary College,Secondary,O,2-12 Pinniger Street,,Broadford,VIC,3658,P O Box 108,,BROADFORD,VIC,3658,03 5784 1200,485,Mitchell (S),145.04,-37.2044,MULTIPOINT ((-37.20437500090893 145.04003299999997))
vic_school_locations_2019.1284,1284,Government,1,7670,Buckley Park College,Secondary,O,59-99 Cooper Street,,Essendon,VIC,3040,59-99 Cooper Street,,ESSENDON,VIC,3040,03 9331 9999,506,Moonee Valley (C),144.8978,-37.7471,MULTIPOINT ((-37.74711700091355 144.897755))
vic_school_locations_2019.1285,1285,Government,1,7680,Camberwell High School,Secondary,O,Prospect Hill Road,,Canterbury,VIC,3126,Prospect Hill Road,,CANTERBURY,VIC,3126,03 9836 0555,111,Boroondara (C),145.0728,-37.8302,MULTIPOINT ((-37.83015100091422 145.072821))
vic_school_locations_2019.1286,1286,Government,1,7690,Canterbury Girls Secondary College,Secondary,O,16 Mangarra Road,,Canterbury,VIC,3126,16 Mangarra Road,,CANTERBURY,VIC,3126,03 9830 5099,111,Boroondara (C),145.0691,-37.8203,MULTIPOINT ((-37.820289000914144 145.069102))
vic_school_locations_2019.1287,1287,Government,1,7695,Casterton Secondary College,Secondary,O,27 Mt Gambier Road,,Casterton,VIC,3311,27 Mt.Gambier Road,,CASTERTON,VIC,3311,03 5581 1588,241,Glenelg (S),141.3875,-37.5888,MULTIPOINT ((-37.58879600091224 141.387493))
vic_school_locations_2019.1288,1288,Government,1,7720,Cheltenham Secondary College,Secondary,O,73-75 Bernard Street,,Cheltenham,VIC,3192,P O Box 109,,MOORABBIN,VIC,3189,03 9555 5955,343,Kingston (C),145.0687,-37.9538,MULTIPOINT ((-37.95376200091522 145.068676))
vic_school_locations_2019.1289,1289,Government,1,7725,Cobram Secondary College,Secondary,O,25-47 Warkil Street,,Cobram,VIC,3644,P O Box 387,,COBRAM,VIC,3644,03 5871 1700,490,Moira (S),145.6541,-35.9136,MULTIPOINT ((-35.91360500089665 145.654121))
vic_school_locations_2019.1290,1290,Government,1,7735,Cohuna Secondary College,Secondary,O,6415 Murray Valley Highway,,Cohuna,VIC,3568,P O Box 273,,COHUNA,VIC,3568,03 5456 2555,225,Gannawarra (S),144.2264,-35.8135,MULTIPOINT ((-35.813503000895615 144.226425))
vic_school_locations_2019.1291,1291,Government,1,7747,Cranbourne Secondary College,Secondary,O,Stawell Street,,Cranbourne,VIC,3977,Stawell Street,,CRANBOURNE,VIC,3977,03 5996 3544,161,Casey (C),145.2861,-38.1076,MULTIPOINT ((-38.10759100091643 145.286136))
vic_school_locations_2019.1292,1292,Government,1,7757,Croydon Community School,Secondary,O,177-181 Mt Dandenong Road,,Croydon,VIC,3136,P O Box 239,,Croydon,VIC,3136,03 9724 2900,441,Maroondah (C),145.2789,-37.7984,MULTIPOINT ((-37.79842200091397 145.278928))
